2014,Friday,1212028
2014,Monday,1223958
2014,Saturday,978041
2014,Sunday,995941
2014,Thursday,1204818
2014,Tuesday,1252340
2014,Wednesday,1214090
2015,Friday,1499409
2015,Monday,1473986
2015,Saturday,1169043
2015,Sunday,1161594
2015,Thursday,1544713
2015,Tuesday,1502117
2015,Wednesday,1587106
