2014,521,100498
2014,519,92137
2014,293,86692
2014,497,80166
2014,435,73448
2014,285,65852
2014,426,63221
2014,402,60932
2014,151,60092
2014,382,60072
2015,15230,6851077
2015,18572,6171476
2015,16052,5049549
2015,16765,4813763
2015,19043,4804654
2015,22022,4637255
2015,14627,4165123
2015,21296,4098496
2015,16236,4074950
2015,14736,3981302
