station_id,distance
546,0.123346934788
545,0.425438416374
120,0.151031174292
127,0.250308980372
128,0.0726574046361
414,0.216097489388
415,0.145354580603
416,0.119305729236
417,0.0317353022829
410,0.200779984716
411,0.652184907397
412,0.308522154255
498,0.213196317144
418,0.284331669607
419,0.607054332807
319,0.106067226144
313,0.554035064604
312,0.102586087789
311,0.0810942272769
310,0.23163473365
317,0.442878526319
316,0.0748998090592
315,0.258215343012
314,0.0508411269604
368,0.160277787241
369,0.0138499265777
366,0.372873472768
367,0.103443940759
364,0.0126689378333
365,0.240824763214
362,0.207371931492
363,0.213762697208
360,0.0274282399382
361,0.185629730469
380,0.0406793682041
382,0.0938356313853
383,0.200452377217
384,0.0507029495603
385,0.161203814634
386,0.193120532687
387,0.0139981355253
388,0.612527979438
389,0.419019281403
258,0.139582992745
259,0.0907494131074
3168,0.263091144843
3002,0.254940568085
252,0.103688822701
253,0.176140771991
250,0.0584453938411
251,0.16361916414
3162,0.480505206031
257,0.0377597295502
254,0.152782219532
3161,0.320032221311
2000,0.229561259196
508,0.556840454367
509,0.318030154367
507,0.495351041301
504,0.0873694994232
505,0.243063247155
502,0.426973066511
503,0.229889436468
500,0.169679912177
501,0.599491683118
469,0.135598034189
468,0.0782589941339
465,0.0332936413839
467,0.0380576819942
466,0.179560464712
461,0.340489567856
460,0.528548744592
463,0.165074771915
462,0.441585969723
168,0.201309803578
164,0.280243729621
167,0.202765145405
160,0.255918461507
161,0.252119415294
408,0.286323181258
3180,0.230440262968
3094,0.171996622411
3095,0.330041487
434,0.188430918626
263,0.243406819904
3099,0.246260158614
3229,0.21977235669
262,0.333155055807
3224,0.191802485195
3226,0.099511332381
3221,0.265710266842
261,0.215015890845
3223,0.101904806828
3222,0.136249089424
357,0.167334595327
356,0.291461784132
355,0.264379265604
354,0.347463028398
353,0.0531355804083
352,0.199939722041
351,0.187773093106
350,0.188898758227
359,0.212179637345
358,0.223618195688
216,0.237111794054
217,0.293773666736
212,0.318042541669
264,0.0950238567425
218,0.106889307978
3049,0.184527487256
3048,0.249555326055
3041,0.0761057823753
3043,0.262666877883
3042,0.0442356649019
3044,0.125335870527
3047,0.240538901354
3046,0.236974406009
289,0.304325300517
281,0.0344796375376
280,0.243845432644
282,0.555786619393
285,0.0423816652021
284,0.138681487373
336,0.148848599056
3135,0.382755183177
3134,0.112580175714
3137,0.359286900781
260,0.0793453873316
267,0.259302046548
266,0.588944130109
265,0.111204941847
3132,0.148721791839
268,0.111089924134
3139,0.210235602389
3138,0.446273752935
537,0.284901237107
536,0.475994761992
534,0.0396285886698
533,0.118162190033
532,0.218309903455
531,0.113501736249
530,0.456682387138
539,0.222493967559
3169,0.623347356844
3166,0.524106926306
116,0.0617655217179
3167,0.367751575333
119,0.425736826321
3164,0.168629441193
3165,0.017463348979
3163,0.16817632466
428,0.141208978758
3160,0.189762911224
421,0.577148458891
420,0.152799245214
423,0.309078729729
422,0.356593202114
427,0.0183451530038
426,0.339839509344
308,0.33078899943
309,0.236928799153
300,0.13917862759
301,0.331124693938
302,0.528283299331
303,0.105906042104
304,0.026732702581
305,0.26008053329
306,0.184600402225
307,0.0412141181681
241,0.18714303291
79,0.0180686334406
3179,0.113936516284
3178,0.742402342745
3072,0.144629269733
3073,0.0518598963729
3074,0.0169150162829
3075,0.0884673173851
3076,0.271468412201
3077,0.184762398605
3171,0.354563960655
3170,0.248788112579
3173,0.448810812694
3172,0.21368376181
223,0.169181978581
3177,0.45256972824
3176,0.289450925622
3136,0.152639635811
151,0.155361185861
150,0.38791669279
152,0.0513034986656
157,0.317916217275
2002,0.333372204214
3108,0.369834209771
3109,0.277000264933
2003,0.205319689732
3104,0.331802123393
3105,0.237477975931
3106,0.440800005463
3107,0.113772108796
3101,0.263493755288
3102,0.201392708142
3103,0.296060132943
471,0.306147606718
3175,0.281025026572
2006,0.174442616144
2004,0.135928840289
2005,0.726531174334
489,0.453625130261
488,0.217267570494
487,0.344075983109
486,0.0492891059635
485,0.304551554695
484,0.162092810409
483,0.177173502547
482,0.138874360038
481,0.389466827707
480,0.468174579447
2009,0.39085437756
472,0.0263331540824
473,0.118844608161
470,0.196730516517
2001,0.365410044589
476,0.194492449437
477,0.0641530811012
474,0.100171032612
475,0.130216219604
478,0.520559070863
479,0.21445441792
