station_id,distance
344,0.309702831118
345,0.0595901467489
346,0.274762445422
347,0.174146554188
340,0.144962264759
341,0.58627637926
342,0.386924238618
343,0.698106926724
348,0.146627323242
298,0.106546686242
296,0.362056087176
297,0.104281611522
295,0.147244796189
293,0.0226893903441
290,0.313084134845
291,0.282735287075
195,0.115535850481
270,0.452581794782
3141,0.36848465259
3142,0.35863351024
3143,0.599498530747
274,0.070024437674
275,0.126567695598
276,0.252859892358
3147,0.853328482668
3148,0.864388491071
279,0.381979907721
524,0.192630208416
525,0.522697539184
526,0.18419662411
527,0.346378434043
520,0.0682712005082
521,0.106479435136
522,0.00875978874381
523,0.201751691027
528,0.342309494451
529,0.0680339672838
449,0.380494168118
448,0.380446519813
443,0.332750390595
442,0.285462882851
441,0.136597026769
440,0.217773135014
447,0.26805345281
446,0.297125150307
445,0.244857234836
444,0.0732256882729
245,0.310191559057
247,0.167276614541
3092,0.146194505315
3093,0.0865501369102
3090,0.0549666516938
3091,0.328118654771
3096,0.269217362749
3097,0.33182148648
438,0.349896480769
439,0.198830977819
436,0.145078800652
437,0.0425264214806
3098,0.39514490837
435,0.200868204934
432,0.346031320362
433,0.111317225825
430,0.121341776795
339,0.526451361039
243,0.0583187909213
335,0.115946800127
334,0.0983537093652
337,0.211859100837
3154,0.443420134758
331,0.16508241014
330,0.110207881618
332,0.593790763202
238,0.354593214633
239,0.0958465577945
3063,0.181727207919
3062,0.0630707486473
3061,0.309508789036
3060,0.14744831354
3067,0.167667575254
3066,0.296714336693
3065,0.290260421912
3064,0.103904229614
236,0.235129808637
237,0.166967318676
3069,0.044320481776
232,0.155193842422
233,0.0797816030211
3068,0.202575106512
146,0.150109308919
147,0.165298154775
144,0.338348204057
143,0.144638908139
3119,0.0348853970448
3118,0.30173304093
3117,0.369326028284
3116,0.219459137051
3115,0.0748194004505
3114,0.3769237935
3113,0.0799473742976
3112,0.236154544041
3111,0.0899584191235
3110,0.191569958075
137,0.15724466722
499,0.0626573113321
494,0.396054743291
495,0.409808034627
496,0.142242502302
497,0.0940345493479
490,0.0582332616869
491,0.175911347282
492,0.19339722441
493,0.153051197976
407,0.0919279803358
406,0.220604004253
405,0.354384304912
403,0.119127932351
402,0.067127451937
401,0.146758938567
400,0.304085557577
2017,0.314444958577
2010,0.149876215252
409,0.168279217277
2012,0.534948521938
3242,0.179260336037
3241,0.478015277194
379,0.235604504211
373,0.255097974663
372,0.403839765104
375,0.110553930244
377,0.113687094738
376,0.111500988602
393,0.55630426898
392,0.188392852431
391,0.0210765692176
390,0.0871162825046
397,0.1882050829
396,0.017789326238
395,0.0550087842367
394,0.446823039953
82,0.270265557251
83,0.131103475188
399,0.112933832754
398,0.462712261579
3153,0.250097060321
244,0.278041804049
3151,0.961236688156
3150,1.15258680626
3157,1.19927731778
3156,0.517170738445
3155,0.0253538759472
242,0.741129671974
3159,0.10523634146
3158,0.126077327751
249,0.118699963584
248,0.180359019373
224,0.10395578333
519,0.0455181598081
518,0.32720815618
511,0.231672140356
510,0.145818979968
513,0.352019443749
512,0.303703414097
515,0.320311455005
514,0.770531883685
517,0.0573297394653
516,0.383641249396
458,0.748114682667
459,0.514202290811
450,0.255605614071
453,0.264773611705
454,0.263812359718
455,0.519728677089
456,0.0704336393221
457,0.0901440750912
174,0.545919970955
173,0.053648172083
3089,0.289029557125
3088,0.268038163374
3085,0.182410812932
3084,0.216478322459
3087,0.32310024346
3086,0.0464636321186
3081,0.186450316433
3080,0.111067999973
3083,0.0417823135137
3082,0.348010394539
3140,0.58794605953
2021,0.149293305011
2022,0.312883871883
2023,0.161075917522
3144,0.648156666007
3145,0.792208089231
3146,0.643128295635
278,0.181513193536
3232,0.094790189056
3233,0.197481448424
3230,0.197890725159
3231,0.110127749219
3236,0.242658428219
3237,0.0268596731545
3234,0.104058061411
3235,0.0567140036874
3238,0.636985149844
322,0.147307457616
323,0.0233586977679
320,0.139494692676
321,0.0585672056699
326,0.169477563116
327,0.434636084262
324,0.0668676004579
325,0.245334203993
328,0.322205496284
329,0.19055282529
2008,0.154707968159
72,0.721898136323
3058,0.341664633736
3059,0.343801192588
3056,0.137604252545
3057,0.302152454031
3054,0.507167827116
3055,0.163388185048
3052,0.515523162675
3053,0.315258898028
3050,0.361260489335
3070,0.19491175043
3071,0.161876934139
229,0.114311399474
228,0.172934320125
3078,0.1248523212
3079,0.29266470675
225,0.34065657064
3128,0.184878342283
3129,0.045559286342
3122,0.169808257774
3123,0.231405757414
3120,0.366740067624
3121,0.163678961876
3126,0.0525957912535
3127,0.343713147694
3124,0.326864806854
3125,0.204776698358
540,0.204633755259
